                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.0143,                0.72223,                  1.071,                  0.771,                0.68066,                0.73184,                0.46545,                 1.1372,                0.79795,                 1.1274,              0.0011125,              0.0011125,              0.0011125
                     28,                0.99661,                0.71367,                 1.0646,                0.83655,                0.67555,                0.75078,                 0.4792,                 1.1246,                0.77513,                 1.1206,               0.001107,               0.001107,               0.001107
                     29,                0.98649,                0.70305,                 1.0653,                0.77136,                0.70873,                0.73971,                0.47004,                 1.1261,                0.75492,                 1.1127,              0.0011015,              0.0011015,              0.0011015
                     30,                0.99365,                0.70206,                 1.0617,                0.73813,                0.71531,                 0.7336,                0.46591,                 1.1194,                0.79713,                 1.1102,               0.001096,               0.001096,               0.001096
                     31,                0.97873,                0.70075,                 1.0577,                0.77614,                0.71084,                0.75002,                0.47234,                 1.1147,                0.77464,                 1.1205,              0.0010905,              0.0010905,              0.0010905
                     32,                0.95526,                0.68356,                  1.046,                 0.8222,                0.68003,                 0.7478,                0.45563,                 1.1479,                0.77672,                 1.1231,               0.001085,               0.001085,               0.001085
                     33,                0.96459,                 0.6886,                 1.0582,                 0.7933,                0.68032,                 0.7355,                0.47461,                 1.1153,                0.78631,                 1.1216,              0.0010795,              0.0010795,              0.0010795
                     34,                0.96206,                0.67231,                 1.0467,                 0.7786,                0.71651,                0.76366,                0.48295,                 1.1384,                0.79987,                 1.1256,               0.001074,               0.001074,               0.001074
                     35,                0.94824,                0.67041,                  1.038,                0.78659,                0.70337,                 0.7618,                0.48555,                  1.104,                0.77017,                 1.1168,              0.0010685,              0.0010685,              0.0010685
                     36,                0.93446,                0.65427,                 1.0344,                 0.7958,                0.71385,                0.75862,                0.47984,                 1.1192,                0.77572,                 1.1131,               0.001063,               0.001063,               0.001063
                     37,                0.93292,                0.63919,                 1.0298,                0.75666,                0.72376,                0.74359,                0.47045,                 1.1204,                0.73392,                 1.1113,              0.0010575,              0.0010575,              0.0010575
                     38,                0.92625,                0.64209,                 1.0309,                 0.7916,                 0.7195,                0.74945,                0.48136,                 1.1095,                0.74509,                 1.0999,               0.001052,               0.001052,               0.001052
                     39,                0.92362,                0.64361,                   1.03,                0.78805,                0.68714,                0.74196,                0.47357,                  1.119,                0.75682,                 1.1218,              0.0010465,              0.0010465,              0.0010465
                     40,                0.91287,                  0.638,                 1.0283,                0.75061,                 0.7409,                 0.7551,                0.47761,                 1.0933,                0.72445,                 1.1103,               0.001041,               0.001041,               0.001041
                     41,                0.91164,                0.62982,                 1.0218,                 0.8082,                0.69665,                0.75478,                 0.4788,                 1.0953,                0.73266,                 1.1061,              0.0010355,              0.0010355,              0.0010355
                     42,                0.90116,                0.62262,                  1.016,                0.78542,                0.71397,                0.76076,                0.48502,                 1.1145,                0.71888,                 1.1158,                0.00103,                0.00103,                0.00103
                     43,                0.90763,                0.62836,                 1.0238,                 0.8171,                0.68623,                0.76729,                0.49278,                 1.1077,                0.75083,                 1.1085,              0.0010245,              0.0010245,              0.0010245
                     44,                0.88287,                0.61751,                 1.0144,                0.77912,                0.69156,                0.74648,                0.48047,                 1.1307,                0.75314,                 1.1106,               0.001019,               0.001019,               0.001019
                     45,                0.90143,                0.61449,                 1.0175,                0.78206,                0.72157,                0.76063,                0.48551,                 1.1157,                0.75228,                 1.1269,              0.0010135,              0.0010135,              0.0010135
                     46,                0.87596,                 0.6073,                 1.0161,                0.80427,                0.70587,                0.76767,                0.48546,                 1.1213,                0.73646,                 1.1143,               0.001008,               0.001008,               0.001008
                     47,                0.88203,                0.61765,                 1.0149,                0.79424,                0.72861,                0.76128,                 0.4878,                 1.1162,                0.75425,                 1.1197,              0.0010025,              0.0010025,              0.0010025
                     48,                0.87071,                0.60651,                 1.0148,                0.77669,                0.71216,                0.75679,                0.48342,                 1.1234,                0.74049,                 1.1094,               0.000997,               0.000997,               0.000997
                     49,                0.87603,                 0.5995,                 1.0081,                0.79983,                0.70365,                0.74857,                0.47148,                 1.1215,                0.73899,                 1.1238,              0.0009915,              0.0009915,              0.0009915
                     50,                0.87959,                0.60488,                 1.0139,                0.77008,                0.69817,                0.74087,                0.48336,                 1.1035,                0.76616,                 1.1122,               0.000986,               0.000986,               0.000986
                     51,                0.86208,                0.58893,                 1.0024,                0.80068,                0.71217,                0.75603,                0.47119,                 1.1222,                0.72814,                 1.1162,              0.0009805,              0.0009805,              0.0009805
                     52,                0.86014,                0.58599,                0.99838,                0.77656,                0.69573,                0.74663,                0.47945,                 1.1155,                0.73849,                 1.1076,               0.000975,               0.000975,               0.000975
                     53,                0.84124,                0.57685,                0.99684,                 0.7985,                0.70178,                 0.7503,                0.47997,                 1.0958,                0.72702,                 1.1201,              0.0009695,              0.0009695,              0.0009695
                     54,                0.85911,                0.58558,                 1.0053,                 0.7845,                0.70459,                0.75252,                0.49266,                 1.0859,                0.71712,                 1.1144,               0.000964,               0.000964,               0.000964
                     55,                0.85134,                0.58259,                0.99717,                0.78113,                0.69509,                0.73988,                 0.4747,                 1.1017,                 0.7277,                    1.1,              0.0009585,              0.0009585,              0.0009585
                     56,                0.82897,                0.56575,                0.99186,                 0.7839,                0.70674,                0.74789,                0.48412,                 1.1053,                0.73531,                 1.1111,               0.000953,               0.000953,               0.000953
                     57,                0.82677,                0.56318,                0.98667,                0.80785,                0.71213,                0.76528,                0.50051,                 1.0872,                0.71439,                  1.113,              0.0009475,              0.0009475,              0.0009475
                     58,                0.83858,                0.57374,                0.99283,                  0.788,                0.73505,                 0.7704,                 0.4936,                 1.0836,                0.70903,                  1.107,               0.000942,               0.000942,               0.000942
                     59,                0.83528,                0.56395,                0.99264,                0.78853,                0.71432,                0.75735,                0.48276,                 1.0952,                0.72518,                 1.0974,              0.0009365,              0.0009365,              0.0009365
                     60,                0.81868,                0.55327,                0.98553,                0.82682,                0.69937,                0.76089,                0.49367,                 1.0882,                0.70621,                 1.1015,               0.000931,               0.000931,               0.000931
                     61,                0.80267,                0.54721,                0.98096,                0.80803,                0.71074,                0.75285,                0.48312,                 1.1027,                0.71766,                  1.105,              0.0009255,              0.0009255,              0.0009255
                     62,                0.80906,                0.54832,                0.97689,                0.76558,                 0.7297,                0.75094,                0.48332,                 1.0956,                0.71411,                 1.1017,                0.00092,                0.00092,                0.00092
                     63,                0.80012,                0.54461,                0.97738,                0.75243,                0.73491,                0.75724,                0.48805,                 1.0973,                0.71665,                 1.1116,              0.0009145,              0.0009145,              0.0009145
                     64,                0.79496,                0.54055,                0.97804,                0.78236,                0.72558,                0.74123,                0.47264,                 1.1151,                0.71841,                  1.138,               0.000909,               0.000909,               0.000909
                     65,                0.78765,                0.53251,                0.97589,                0.79404,                0.71631,                 0.7685,                0.49641,                 1.1034,                0.70134,                 1.1212,              0.0009035,              0.0009035,              0.0009035
                     66,                0.78955,                0.53814,                0.97556,                  0.818,                0.69654,                0.76147,                0.48398,                 1.1044,                0.70083,                 1.1049,               0.000898,               0.000898,               0.000898
                     67,                0.80376,                0.54449,                0.98238,                0.78836,                0.74433,                0.76475,                0.48692,                 1.0911,                0.70144,                 1.1083,              0.0008925,              0.0008925,              0.0008925
                     68,                 0.7901,                0.53002,                0.97657,                0.77799,                0.74859,                 0.7726,                0.49609,                 1.1051,                0.71747,                 1.1216,               0.000887,               0.000887,               0.000887
                     69,                0.78196,                0.53422,                0.97099,                0.81873,                0.71707,                0.76772,                0.49182,                 1.0949,                0.68732,                 1.1192,              0.0008815,              0.0008815,              0.0008815
                     70,                0.77027,                 0.5262,                0.96493,                0.80707,                0.72578,                0.77192,                0.49226,                 1.0977,                0.70335,                 1.1132,               0.000876,               0.000876,               0.000876
                     71,                0.78363,                0.53376,                0.97205,                0.77761,                0.74704,                0.77604,                0.49877,                 1.0959,                0.70702,                 1.1246,              0.0008705,              0.0008705,              0.0008705
                     72,                0.77933,                0.52983,                0.97122,                0.79411,                0.75005,                0.77315,                0.49658,                 1.0853,                0.69094,                 1.1021,               0.000865,               0.000865,               0.000865
                     73,                0.76336,                0.51573,                0.96121,                0.79897,                0.72074,                0.75464,                0.48994,                 1.0992,                0.68279,                 1.1251,              0.0008595,              0.0008595,              0.0008595
                     74,                0.76512,                0.51514,                0.96217,                0.82976,                0.71886,                0.76655,                0.49551,                 1.0819,                 0.6643,                 1.1132,               0.000854,               0.000854,               0.000854
                     75,                0.75949,                0.51172,                0.96193,                0.80912,                 0.7245,                 0.7708,                0.48864,                 1.1078,                0.69966,                 1.1294,              0.0008485,              0.0008485,              0.0008485
                     76,                0.76336,                 0.5133,                 0.9652,                0.79802,                0.71955,                0.76366,                 0.4928,                 1.0898,                0.69622,                  1.113,               0.000843,               0.000843,               0.000843
                     77,                0.74998,                 0.5054,                0.95897,                0.79138,                0.72459,                0.75692,                0.49162,                 1.0868,                0.68592,                 1.1215,              0.0008375,              0.0008375,              0.0008375
                     78,                0.75272,                0.51215,                0.96274,                0.79776,                0.71574,                0.75029,                0.48628,                 1.1099,                0.70282,                 1.1308,               0.000832,               0.000832,               0.000832
                     79,                0.75799,                 0.5096,                0.96006,                0.81779,                0.71138,                 0.7692,                0.49522,                 1.0756,                0.70595,                 1.0961,              0.0008265,              0.0008265,              0.0008265
                     80,                 0.7494,                 0.5098,                0.95836,                0.82355,                0.72868,                0.76172,                 0.4904,                 1.1095,                0.68858,                 1.1309,               0.000821,               0.000821,               0.000821
                     81,                0.74843,                0.49982,                0.95494,                0.79928,                0.74194,                0.77983,                0.49447,                 1.0938,                0.69057,                 1.1157,              0.0008155,              0.0008155,              0.0008155
                     82,                0.74167,                0.49975,                0.95512,                0.81132,                0.73633,                 0.7764,                0.50219,                  1.086,                0.69838,                 1.1086,                0.00081,                0.00081,                0.00081
                     83,                0.73607,                0.49455,                 0.9518,                0.83394,                0.73126,                0.77233,                0.50264,                 1.0875,                0.68238,                 1.1017,              0.0008045,              0.0008045,              0.0008045
                     84,                0.73361,                0.49317,                0.95062,                0.79597,                0.73541,                0.77981,                0.50436,                 1.1122,                0.69699,                 1.1255,               0.000799,               0.000799,               0.000799
                     85,                0.74202,                0.49581,                0.95643,                0.82512,                0.70133,                0.75746,                0.49569,                 1.0879,                0.68847,                 1.1034,              0.0007935,              0.0007935,              0.0007935
                     86,                0.73347,                0.49046,                0.94792,                0.80547,                0.73634,                0.76684,                0.49222,                 1.1024,                0.69036,                 1.1236,               0.000788,               0.000788,               0.000788
                     87,                0.73459,                0.48966,                0.95079,                0.80658,                0.72577,                0.76302,                0.48749,                 1.0982,                0.67414,                 1.1328,              0.0007825,              0.0007825,              0.0007825
                     88,                0.72116,                0.48633,                0.95066,                0.81227,                0.71301,                 0.7768,                 0.5038,                  1.093,                0.67639,                 1.1267,               0.000777,               0.000777,               0.000777
                     89,                0.72322,                0.49071,                0.94791,                0.80344,                0.74406,                0.77185,                  0.502,                 1.1027,                 0.6923,                 1.1266,              0.0007715,              0.0007715,              0.0007715
                     90,                0.72568,                 0.4884,                0.94972,                0.77909,                 0.7365,                0.76303,                0.49741,                 1.0968,                0.69556,                 1.1189,               0.000766,               0.000766,               0.000766
                     91,                0.70835,                0.47599,                0.94154,                0.78325,                0.72348,                 0.7674,                0.49792,                 1.0881,                0.67583,                 1.1184,              0.0007605,              0.0007605,              0.0007605
                     92,                 0.7084,                0.47314,                0.94355,                0.84638,                0.71075,                0.78195,                0.50129,                 1.0917,                0.68943,                 1.1148,               0.000755,               0.000755,               0.000755
                     93,                0.71155,                0.47963,                0.94998,                0.81604,                0.72537,                0.77375,                0.50206,                 1.0984,                0.68757,                  1.124,              0.0007495,              0.0007495,              0.0007495
                     94,                0.70305,                  0.471,                0.93905,                0.82757,                0.70893,                0.78264,                0.50712,                 1.1038,                0.67352,                 1.1255,               0.000744,               0.000744,               0.000744
                     95,                0.70204,                0.47358,                0.94332,                0.81696,                0.73083,                0.78565,                0.50845,                 1.1013,                 0.6684,                 1.1312,              0.0007385,              0.0007385,              0.0007385
                     96,                0.70434,                0.47083,                0.94198,                0.79562,                0.74698,                0.78359,                0.50426,                 1.0942,                0.66787,                 1.1236,               0.000733,               0.000733,               0.000733
                     97,                0.69235,                0.47337,                0.93896,                0.82019,                0.70991,                0.78086,                0.50446,                 1.0808,                0.66812,                 1.1191,              0.0007275,              0.0007275,              0.0007275
                     98,                0.69764,                0.47351,                0.94035,                0.85322,                0.71409,                0.77842,                0.50424,                 1.0742,                0.67392,                 1.1172,               0.000722,               0.000722,               0.000722
                     99,                0.69619,                0.47278,                0.93481,                0.77771,                0.76148,                0.77599,                0.50549,                 1.0848,                0.67663,                 1.1217,              0.0007165,              0.0007165,              0.0007165
                    100,                0.68397,                0.46798,                0.93712,                0.84069,                0.71159,                0.78471,                0.50985,                 1.0753,                0.68228,                 1.1252,               0.000711,               0.000711,               0.000711
                    101,                0.69495,                 0.4655,                0.93923,                0.80544,                0.75346,                0.77919,                 0.5059,                 1.0666,                 0.6676,                 1.1239,              0.0007055,              0.0007055,              0.0007055
                    102,                0.69417,                0.46316,                0.93861,                0.76112,                0.75978,                0.77539,                0.50684,                 1.0994,                0.66192,                 1.1324,                 0.0007,                 0.0007,                 0.0007
                    103,                0.68226,                0.45937,                0.93617,                0.81383,                0.71118,                0.77148,                0.50252,                 1.0762,                0.67831,                 1.1209,              0.0006945,              0.0006945,              0.0006945
                    104,                0.67899,                0.45323,                0.93456,                0.80742,                0.70854,                0.77023,                0.50149,                 1.0905,                0.67796,                 1.1171,               0.000689,               0.000689,               0.000689
                    105,                0.68316,                0.45913,                0.93418,                0.81969,                0.72117,                0.78835,                0.51313,                 1.0762,                0.68485,                 1.1033,              0.0006835,              0.0006835,              0.0006835
                    106,                0.68126,                0.45776,                0.93552,                0.84749,                0.69693,                0.77243,                0.50006,                 1.0942,                0.67392,                  1.114,               0.000678,               0.000678,               0.000678
                    107,                0.66775,                0.44492,                0.93031,                0.76451,                0.75738,                0.76596,                0.49544,                 1.0852,                0.69985,                  1.113,              0.0006725,              0.0006725,              0.0006725
                    108,                0.67451,                0.45455,                0.93033,                0.80669,                0.73092,                0.76934,                0.49744,                 1.0849,                0.66822,                 1.1172,               0.000667,               0.000667,               0.000667
                    109,                0.66843,                 0.4485,                 0.9251,                0.81576,                0.71558,                0.77269,                0.51096,                 1.0947,                0.65796,                 1.1293,              0.0006615,              0.0006615,              0.0006615
                    110,                0.66251,                0.44479,                0.93005,                0.75943,                0.74911,                0.77022,                0.49898,                 1.0879,                0.65585,                 1.1284,               0.000656,               0.000656,               0.000656
                    111,                0.66309,                 0.4409,                0.92614,                0.81808,                0.72044,                0.77699,                0.50495,                 1.0724,                0.65588,                 1.1224,              0.0006505,              0.0006505,              0.0006505
                    112,                0.66526,                 0.4442,                0.92735,                0.82011,                0.71115,                0.78469,                0.51249,                 1.0765,                0.67036,                 1.1255,               0.000645,               0.000645,               0.000645
                    113,                0.65689,                0.44215,                0.92322,                0.85103,                0.70854,                0.79181,                 0.5131,                 1.0675,                0.66184,                 1.1213,              0.0006395,              0.0006395,              0.0006395
                    114,                0.66777,                0.44363,                 0.9275,                0.78908,                0.73996,                0.77881,                0.50683,                 1.0759,                0.66074,                 1.1288,               0.000634,               0.000634,               0.000634
                    115,                 0.6578,                0.44481,                0.92954,                0.79451,                0.73854,                0.77657,                0.50738,                 1.0752,                0.66383,                 1.1214,              0.0006285,              0.0006285,              0.0006285
                    116,                0.64892,                0.43719,                0.92689,                0.81022,                0.73302,                0.77021,                 0.5013,                 1.0854,                0.66757,                 1.1202,               0.000623,               0.000623,               0.000623
                    117,                0.64642,                 0.4377,                0.92318,                0.80465,                0.71587,                0.77641,                 0.5043,                 1.0945,                0.68343,                 1.1266,              0.0006175,              0.0006175,              0.0006175
                    118,                0.65008,                0.43302,                0.92176,                0.83535,                0.72439,                 0.7846,                0.51877,                  1.071,                0.66859,                 1.1236,               0.000612,               0.000612,               0.000612
                    119,                0.65171,                0.43397,                0.92694,                0.84742,                0.69045,                0.77338,                0.51264,                 1.0771,                0.67059,                 1.1199,              0.0006065,              0.0006065,              0.0006065
                    120,                0.64872,                0.43104,                0.91802,                 0.8097,                0.74336,                0.77682,                0.50763,                 1.0808,                0.67309,                 1.1112,               0.000601,               0.000601,               0.000601
                    121,                0.63278,                0.42352,                0.91703,                0.82851,                0.72087,                0.77664,                0.50455,                 1.0798,                0.67595,                 1.1266,              0.0005955,              0.0005955,              0.0005955
                    122,                0.63529,                0.42686,                0.91695,                 0.8397,                0.71044,                0.78683,                0.51134,                 1.0896,                0.66083,                 1.1359,                0.00059,                0.00059,                0.00059
                    123,                0.64004,                0.42915,                0.91993,                0.83023,                0.71211,                0.78159,                0.51619,                 1.0644,                0.66245,                 1.1179,              0.0005845,              0.0005845,              0.0005845
                    124,                0.63837,                0.42837,                0.91815,                0.83394,                 0.7234,                0.78663,                0.51453,                 1.0793,                0.65343,                 1.1325,               0.000579,               0.000579,               0.000579
                    125,                0.63363,                 0.4232,                0.91722,                 0.8104,                0.75001,                0.78066,                0.51678,                 1.0773,                0.66051,                 1.1261,              0.0005735,              0.0005735,              0.0005735
                    126,                0.62603,                0.42067,                0.91537,                 0.8484,                0.73203,                0.78574,                0.50849,                 1.0777,                0.65821,                 1.1234,               0.000568,               0.000568,               0.000568
                    127,                0.62712,                0.41997,                0.91274,                0.78915,                0.74845,                0.77166,                0.50337,                 1.0797,                0.67415,                 1.1234,              0.0005625,              0.0005625,              0.0005625
                    128,                0.61848,                0.41803,                0.91511,                 0.8146,                0.72653,                0.76842,                  0.504,                 1.0759,                0.66273,                 1.1297,               0.000557,               0.000557,               0.000557
                    129,                0.63324,                 0.4242,                0.91763,                0.80863,                0.73059,                0.77446,                0.51244,                 1.0812,                0.68058,                 1.1333,              0.0005515,              0.0005515,              0.0005515
                    130,                0.63322,                0.42375,                 0.9188,                0.82401,                0.74555,                0.78951,                0.51326,                 1.0882,                0.66824,                 1.1474,               0.000546,               0.000546,               0.000546
                    131,                0.62008,                0.41756,                 0.9143,                0.81635,                0.74561,                0.77562,                 0.5046,                 1.0868,                0.66434,                 1.1343,              0.0005405,              0.0005405,              0.0005405
                    132,                0.61812,                0.41246,                 0.9116,                0.80965,                0.76122,                 0.7827,                0.51316,                 1.0942,                0.67502,                 1.1382,               0.000535,               0.000535,               0.000535
                    133,                0.61658,                0.41104,                0.91004,                0.83801,                0.73254,                0.77474,                0.50686,                 1.0931,                0.68654,                 1.1294,              0.0005295,              0.0005295,              0.0005295
                    134,                0.61533,                0.41069,                0.91276,                0.82992,                0.71388,                0.77538,                0.50724,                 1.0844,                0.67158,                 1.1312,               0.000524,               0.000524,               0.000524
                    135,                0.61541,                0.40972,                 0.9086,                0.78343,                 0.7483,                0.77175,                0.50772,                 1.0882,                 0.6643,                 1.1342,              0.0005185,              0.0005185,              0.0005185
                    136,                0.60994,                0.41139,                0.91088,                0.80337,                0.75009,                0.77554,                0.50855,                 1.0835,                0.67396,                 1.1256,               0.000513,               0.000513,               0.000513
                    137,                0.61367,                0.41214,                0.90736,                 0.8181,                0.75328,                0.78375,                0.51402,                 1.0735,                0.66209,                 1.1176,              0.0005075,              0.0005075,              0.0005075
                    138,                0.60755,                0.40765,                0.91103,                0.83105,                 0.7379,                0.78013,                 0.5092,                 1.0819,                0.65133,                 1.1315,               0.000502,               0.000502,               0.000502
                    139,                0.59589,                0.39843,                0.90625,                0.80536,                0.74177,                0.77987,                0.51002,                 1.0852,                0.66853,                 1.1191,              0.0004965,              0.0004965,              0.0004965
                    140,                0.59616,                0.39965,                0.90592,                0.83955,                 0.7443,                 0.7831,                0.51722,                 1.0832,                 0.6674,                 1.1268,               0.000491,               0.000491,               0.000491
                    141,                0.60814,                0.40743,                0.90744,                0.79754,                0.73764,                0.76965,                0.51243,                 1.0999,                0.66998,                 1.1357,              0.0004855,              0.0004855,              0.0004855
                    142,                0.60107,                0.40454,                0.90281,                0.82353,                 0.7408,                0.77006,                0.49829,                 1.0921,                0.67866,                 1.1295,                0.00048,                0.00048,                0.00048
                    143,                0.59625,                0.39945,                0.90465,                0.81971,                0.74608,                0.77165,                0.50812,                 1.0838,                 0.6577,                 1.1306,              0.0004745,              0.0004745,              0.0004745
                    144,                0.59693,                0.40115,                0.90568,                0.87316,                0.72261,                0.79705,                0.52945,                 1.0671,                0.65216,                 1.1178,               0.000469,               0.000469,               0.000469
                    145,                0.58728,                0.39549,                 0.9018,                0.85037,                0.74617,                0.79223,                0.52314,                  1.078,                0.66404,                 1.1315,              0.0004635,              0.0004635,              0.0004635
                    146,                0.59169,                0.39504,                0.90522,                0.84235,                0.73536,                 0.7804,                0.51795,                 1.0699,                0.66546,                 1.1238,               0.000458,               0.000458,               0.000458
                    147,                0.59369,                0.39713,                0.90641,                0.84332,                0.73185,                 0.7882,                0.51406,                 1.0904,                0.66884,                 1.1325,              0.0004525,              0.0004525,              0.0004525
                    148,                0.58569,                0.39587,                0.90448,                0.82158,                0.75762,                0.78081,                0.51252,                 1.0735,                0.65461,                 1.1315,               0.000447,               0.000447,               0.000447
                    149,                0.57867,                0.39095,                0.90308,                 0.8383,                0.74762,                0.78992,                 0.5125,                 1.0756,                0.65963,                  1.125,              0.0004415,              0.0004415,              0.0004415
                    150,                0.57246,                 0.3883,                0.90281,                0.82596,                0.76175,                0.79614,                0.51889,                 1.0883,                 0.6484,                 1.1354,               0.000436,               0.000436,               0.000436
                    151,                0.59311,                0.39733,                0.90401,                0.85184,                0.73813,                 0.7923,                0.52241,                 1.0787,                0.66912,                 1.1358,              0.0004305,              0.0004305,              0.0004305
                    152,                0.57959,                  0.388,                0.89648,                0.84854,                0.74558,                0.79245,                0.51975,                 1.0782,                0.67416,                 1.1284,               0.000425,               0.000425,               0.000425
                    153,                0.57857,                 0.3908,                0.90438,                0.84353,                0.74866,                0.79355,                0.51574,                  1.085,                0.65403,                 1.1335,              0.0004195,              0.0004195,              0.0004195
                    154,                0.56743,                  0.384,                 0.8984,                0.84534,                0.75976,                0.80003,                0.52677,                 1.0812,                0.64816,                 1.1353,               0.000414,               0.000414,               0.000414
                    155,                 0.5691,                0.38068,                0.89952,                0.83175,                0.73767,                0.78774,                0.51717,                 1.0798,                0.65596,                 1.1351,              0.0004085,              0.0004085,              0.0004085
                    156,                0.57019,                0.38446,                 0.8986,                0.81414,                0.75934,                 0.7942,                0.52216,                 1.0729,                0.65465,                 1.1309,               0.000403,               0.000403,               0.000403
                    157,                0.57289,                0.38105,                0.89814,                0.83082,                0.73893,                0.79205,                0.51822,                 1.0878,                0.65419,                 1.1375,              0.0003975,              0.0003975,              0.0003975
                    158,                0.57236,                0.38496,                0.90051,                0.84519,                0.73444,                0.79612,                0.52432,                  1.087,                0.64289,                 1.1362,               0.000392,               0.000392,               0.000392
