                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.0112,                0.73631,                  1.109,                0.77138,                0.74099,                0.76469,                0.47391,                 1.1437,                0.77094,                 1.1682,              0.0011716,              0.0011716,              0.0011716
                     22,                 1.0013,                0.72924,                 1.0987,                0.80893,                0.68487,                 0.7566,                0.46974,                 1.1753,                0.81476,                 1.1747,              0.0011675,              0.0011675,              0.0011675
                     23,                0.99294,                0.71543,                 1.0971,                0.83123,                0.69565,                0.75883,                0.47836,                 1.1323,                0.74621,                 1.1724,              0.0011634,              0.0011634,              0.0011634
                     24,                0.97833,                0.70565,                  1.085,                0.79731,                0.67772,                0.73461,                0.46947,                  1.133,                0.78991,                 1.1617,              0.0011593,              0.0011593,              0.0011593
                     25,                0.97182,                0.68637,                 1.0857,                0.83745,                0.70127,                0.78014,                0.49371,                  1.103,                 0.7205,                 1.1544,              0.0011551,              0.0011551,              0.0011551
                     26,                0.97996,                0.70091,                 1.0881,                0.76489,                0.74373,                0.76794,                0.48141,                  1.126,                0.74553,                 1.1588,               0.001151,               0.001151,               0.001151
                     27,                 0.9569,                0.67738,                  1.077,                0.75055,                0.71277,                0.74247,                  0.462,                  1.105,                0.75429,                 1.1486,              0.0011469,              0.0011469,              0.0011469
                     28,                0.95759,                0.67762,                 1.0767,                0.74019,                0.75769,                0.77291,                0.48924,                 1.1258,                0.73322,                 1.1672,              0.0011428,              0.0011428,              0.0011428
                     29,                0.93574,                0.66034,                 1.0716,                0.82386,                0.72879,                0.79092,                0.50545,                   1.07,                0.70597,                 1.1286,              0.0011386,              0.0011386,              0.0011386
                     30,                0.94068,                0.65176,                 1.0651,                0.78226,                0.73123,                0.76408,                0.50167,                 1.0638,                0.70094,                 1.1374,              0.0011345,              0.0011345,              0.0011345
                     31,                 0.9208,                0.65019,                 1.0542,                0.79779,                0.74648,                 0.7657,                0.48796,                 1.0967,                0.70548,                 1.1579,              0.0011304,              0.0011304,              0.0011304
                     32,                0.89855,                0.62588,                 1.0531,                 0.8167,                 0.7226,                0.77517,                0.48326,                  1.087,                0.69693,                 1.1508,              0.0011263,              0.0011263,              0.0011263
                     33,                0.91318,                0.64155,                 1.0591,                0.82515,                0.69574,                0.78491,                 0.5063,                 1.0724,                0.69653,                 1.1416,              0.0011221,              0.0011221,              0.0011221
                     34,                0.90966,                0.62888,                 1.0519,                0.78795,                0.71575,                 0.7693,                0.49505,                 1.0769,                0.70882,                 1.1399,               0.001118,               0.001118,               0.001118
                     35,                0.88042,                0.61013,                 1.0379,                0.82249,                0.71916,                0.77194,                0.47952,                 1.0927,                0.72185,                 1.1576,              0.0011139,              0.0011139,              0.0011139
                     36,                 0.8758,                0.60261,                 1.0352,                0.79315,                 0.7488,                0.79373,                 0.5037,                 1.0907,                 0.6823,                 1.1447,              0.0011098,              0.0011098,              0.0011098
                     37,                0.86319,                0.58712,                 1.0306,                0.78458,                0.74609,                0.77199,                0.50031,                 1.0671,                0.69243,                 1.1364,              0.0011056,              0.0011056,              0.0011056
                     38,                 0.8624,                0.59172,                 1.0321,                 0.8017,                0.74442,                0.75741,                 0.4773,                 1.0744,                0.69063,                 1.1418,              0.0011015,              0.0011015,              0.0011015
                     39,                0.86435,                0.59005,                  1.031,                 0.7842,                0.71441,                0.74147,                0.47264,                 1.0695,                0.68903,                 1.1488,              0.0010974,              0.0010974,              0.0010974
                     40,                0.85939,                0.58781,                 1.0319,                0.83761,                0.72329,                0.79534,                0.49629,                 1.0727,                0.66973,                 1.1445,              0.0010933,              0.0010933,              0.0010933
                     41,                0.84629,                0.57461,                  1.022,                0.80016,                 0.7431,                 0.7859,                0.49689,                 1.0937,                0.69112,                 1.1629,              0.0010891,              0.0010891,              0.0010891
                     42,                0.85116,                0.57463,                 1.0192,                0.84654,                0.70691,                0.77577,                0.50323,                 1.0665,                0.68073,                 1.1394,               0.001085,               0.001085,               0.001085
                     43,                0.85391,                0.57993,                 1.0297,                0.82122,                0.70309,                0.78211,                0.51005,                 1.0807,                0.69323,                 1.1467,              0.0010809,              0.0010809,              0.0010809
                     44,                 0.8324,                0.56824,                 1.0185,                0.77997,                0.74785,                  0.768,                0.49199,                 1.0754,                 0.7049,                 1.1465,              0.0010768,              0.0010768,              0.0010768
                     45,                0.83786,                0.56294,                 1.0165,                0.80558,                  0.742,                 0.7964,                0.50533,                 1.0644,                 0.6954,                 1.1458,              0.0010726,              0.0010726,              0.0010726
                     46,                0.82657,                0.56042,                 1.0179,                0.81458,                0.72807,                0.76849,                0.49153,                 1.0743,                0.66897,                  1.151,              0.0010685,              0.0010685,              0.0010685
                     47,                0.81609,                0.55304,                 1.0091,                 0.8156,                0.73099,                0.77322,                0.50064,                 1.0482,                0.68332,                 1.1369,              0.0010644,              0.0010644,              0.0010644
                     48,                0.80536,                0.54589,                 1.0146,                0.81595,                0.71703,                 0.7653,                0.49359,                 1.0737,                0.67717,                  1.141,              0.0010603,              0.0010603,              0.0010603
                     49,                0.80319,                0.54801,                 1.0025,                0.78185,                0.76062,                0.79047,                0.50992,                 1.0547,                0.66541,                 1.1363,              0.0010561,              0.0010561,              0.0010561
                     50,                0.82022,                0.55268,                 1.0128,                0.81641,                0.72111,                 0.7771,                0.50515,                 1.0532,                0.66922,                 1.1406,               0.001052,               0.001052,               0.001052
                     51,                0.80188,                0.54236,                 1.0019,                0.81183,                0.75948,                0.78438,                0.50123,                 1.0673,                0.65392,                 1.1653,              0.0010479,              0.0010479,              0.0010479
                     52,                0.78703,                0.52647,                 0.9934,                0.82693,                0.75768,                0.79468,                0.51248,                 1.0619,                0.64148,                 1.1458,              0.0010438,              0.0010438,              0.0010438
                     53,                0.77576,                0.52995,                0.99504,                0.83275,                0.75126,                0.77836,                0.50586,                 1.0658,                0.63639,                  1.148,              0.0010396,              0.0010396,              0.0010396
                     54,                0.78894,                0.53409,                0.99988,                 0.8345,                0.73784,                0.77907,                0.51017,                 1.0658,                0.68105,                 1.1529,              0.0010355,              0.0010355,              0.0010355
                     55,                 0.7816,                0.52622,                0.99259,                0.84445,                0.74268,                0.78958,                0.51669,                 1.0554,                0.65707,                 1.1351,              0.0010314,              0.0010314,              0.0010314
                     56,                0.75933,                0.51046,                0.98522,                0.79094,                0.75661,                0.78962,                0.51607,                 1.0496,                  0.653,                 1.1414,              0.0010273,              0.0010273,              0.0010273
                     57,                0.75195,                 0.4994,                0.97904,                0.78211,                 0.7403,                0.76416,                0.49637,                 1.0595,                0.65967,                 1.1425,              0.0010231,              0.0010231,              0.0010231
                     58,                0.77188,                 0.5231,                0.99144,                0.81403,                0.72374,                0.76745,                0.50311,                 1.0524,                0.67003,                 1.1427,               0.001019,               0.001019,               0.001019
                     59,                0.77349,                0.51997,                0.98864,                0.80934,                 0.7469,                0.78065,                0.50873,                  1.059,                0.67437,                 1.1494,              0.0010149,              0.0010149,              0.0010149
                     60,                0.75155,                0.50705,                0.98123,                 0.8055,                0.73715,                0.76673,                0.50022,                 1.0547,                0.65607,                 1.1429,              0.0010107,              0.0010107,              0.0010107
                     61,                0.74534,                0.50129,                0.98131,                 0.7895,                0.72099,                 0.7593,                0.48653,                 1.0804,                0.67618,                 1.1547,              0.0010066,              0.0010066,              0.0010066
                     62,                0.74674,                0.49924,                0.97458,                0.76837,                0.77435,                0.77431,                0.50428,                 1.0745,                0.67163,                 1.1644,              0.0010025,              0.0010025,              0.0010025
                     63,                0.73982,                0.49398,                0.97181,                0.83782,                0.72994,                0.78184,                0.51117,                 1.0462,                0.65206,                 1.1396,             0.00099837,             0.00099837,             0.00099837
                     64,                0.73047,                0.48175,                0.97068,                0.80441,                0.73579,                0.77707,                0.50348,                 1.0589,                0.64751,                 1.1429,             0.00099425,             0.00099425,             0.00099425
                     65,                0.71089,                0.48045,                0.96611,                0.78303,                0.76221,                 0.7704,                0.50331,                 1.0784,                0.65965,                 1.1701,             0.00099013,             0.00099013,             0.00099013
                     66,                0.73018,                0.48662,                0.97231,                0.85188,                0.68897,                0.76385,                0.49984,                 1.0606,                0.68071,                 1.1543,               0.000986,               0.000986,               0.000986
                     67,                0.73422,                0.48869,                0.97426,                0.80237,                0.75254,                0.77976,                0.50585,                 1.0626,                0.65255,                 1.1529,             0.00098187,             0.00098187,             0.00098187
                     68,                0.72341,                0.48308,                0.96765,                0.78529,                0.74051,                0.76586,                0.49422,                  1.078,                0.66592,                 1.1543,             0.00097775,             0.00097775,             0.00097775
                     69,                0.71535,                0.47913,                0.96322,                0.82372,                0.71948,                0.78103,                0.49745,                 1.0621,                0.65953,                 1.1491,             0.00097362,             0.00097362,             0.00097362
                     70,                0.70791,                0.47311,                0.96342,                0.81726,                0.75168,                 0.7926,                0.51425,                 1.0585,                0.66222,                 1.1584,              0.0009695,              0.0009695,              0.0009695
                     71,                0.69989,                0.46999,                0.96052,                0.78055,                0.74586,                0.76119,                 0.4926,                 1.0682,                0.67395,                 1.1656,             0.00096537,             0.00096537,             0.00096537
                     72,                0.71425,                0.47669,                0.96488,                0.79169,                0.73781,                0.76643,                0.49207,                 1.0617,                0.66273,                 1.1567,             0.00096125,             0.00096125,             0.00096125
                     73,                0.69645,                0.45691,                0.95708,                0.81115,                0.74331,                0.77386,                0.49372,                 1.0633,                0.67669,                 1.1753,             0.00095712,             0.00095712,             0.00095712
                     74,                0.69875,                0.46144,                0.95661,                  0.785,                0.75252,                0.78059,                0.50663,                 1.0618,                0.64723,                 1.1571,               0.000953,               0.000953,               0.000953
                     75,                0.69922,                0.46386,                0.95824,                0.76603,                0.75389,                0.77424,                0.50134,                  1.068,                0.66894,                 1.1832,             0.00094887,             0.00094887,             0.00094887
                     76,                0.69738,                0.46434,                0.96076,                0.81953,                0.74327,                0.77796,                0.49914,                 1.0798,                0.65573,                 1.1736,             0.00094475,             0.00094475,             0.00094475
                     77,                0.68793,                0.45338,                0.95302,                0.80486,                0.72323,                0.75692,                 0.4903,                 1.0601,                0.67005,                 1.1701,             0.00094062,             0.00094062,             0.00094062
                     78,                0.69192,                0.46067,                0.95565,                0.77219,                0.73494,                0.75001,                0.48515,                 1.0667,                0.67922,                 1.1588,              0.0009365,              0.0009365,              0.0009365
                     79,                0.68682,                0.45677,                0.95269,                0.80617,                  0.737,                0.76487,                0.49335,                 1.0746,                0.67695,                 1.1611,             0.00093238,             0.00093238,             0.00093238
                     80,                0.67655,                0.45535,                0.95086,                0.77425,                0.75661,                0.77927,                0.50884,                 1.0363,                0.64953,                 1.1529,             0.00092825,             0.00092825,             0.00092825
                     81,                 0.6776,                0.44448,                0.94718,                0.77799,                0.76559,                0.77689,                0.50759,                 1.0846,                0.64692,                 1.1849,             0.00092413,             0.00092413,             0.00092413
                     82,                0.67722,                0.44788,                0.94885,                 0.8149,                0.73308,                0.78118,                0.51403,                 1.0391,                0.63648,                 1.1648,                0.00092,                0.00092,                0.00092
                     83,                0.68958,                0.45379,                0.94791,                0.82605,                0.72998,                0.76708,                0.49999,                 1.0737,                0.65833,                 1.1665,             0.00091588,             0.00091588,             0.00091588
                     84,                0.67021,                0.44129,                 0.9463,                0.78184,                0.73493,                0.77535,                0.50637,                  1.049,                 0.6597,                 1.1687,             0.00091175,             0.00091175,             0.00091175
                     85,                  0.665,                0.43887,                0.94538,                0.78842,                0.75796,                0.78063,                0.50551,                 1.0461,                0.64096,                  1.149,             0.00090763,             0.00090763,             0.00090763
                     86,                0.66192,                0.43687,                 0.9432,                 0.8227,                 0.7316,                0.77545,                0.50886,                 1.0333,                0.63649,                 1.1617,              0.0009035,              0.0009035,              0.0009035
                     87,                0.66712,                0.44163,                0.94379,                0.79846,                0.74141,                0.76837,                0.50705,                 1.0583,                0.66405,                 1.1499,             0.00089938,             0.00089938,             0.00089938
                     88,                0.66174,                 0.4362,                0.94335,                0.85779,                0.71602,                0.79173,                0.51987,                 1.0643,                0.64696,                 1.1754,             0.00089525,             0.00089525,             0.00089525
                     89,                 0.6558,                0.43578,                0.94022,                0.83837,                0.75327,                0.78189,                0.51401,                 1.0585,                0.63922,                 1.1705,             0.00089112,             0.00089112,             0.00089112
                     90,                0.66894,                0.44069,                0.94675,                0.82956,                0.72952,                0.77748,                0.51435,                 1.0548,                 0.6416,                 1.1531,               0.000887,               0.000887,               0.000887
                     91,                0.64514,                0.42596,                0.93555,                0.84269,                0.72677,                0.78365,                0.51982,                 1.0477,                0.62152,                 1.1596,             0.00088288,             0.00088288,             0.00088288
                     92,                 0.6418,                0.42023,                0.93413,                0.82912,                0.70607,                0.75875,                0.50218,                 1.0411,                0.63352,                 1.1576,             0.00087875,             0.00087875,             0.00087875
                     93,                0.65455,                0.43146,                0.94407,                0.84236,                0.71019,                0.77808,                0.50927,                  1.054,                0.66218,                 1.1695,             0.00087462,             0.00087462,             0.00087462
                     94,                0.64229,                0.42293,                0.93508,                0.87247,                0.69095,                0.77194,                0.51054,                 1.0458,                0.64558,                 1.1571,              0.0008705,              0.0008705,              0.0008705
                     95,                 0.6341,                0.42088,                0.93479,                0.83391,                0.75194,                 0.7857,                0.52538,                 1.0575,                0.63025,                 1.1751,             0.00086637,             0.00086637,             0.00086637
                     96,                0.63224,                0.41872,                0.93103,                0.79771,                0.75294,                0.78024,                0.51829,                 1.0465,                0.62925,                 1.1766,             0.00086225,             0.00086225,             0.00086225
                     97,                0.63717,                0.42434,                 0.9336,                0.82328,                0.74476,                0.79871,                0.52255,                 1.0515,                0.62464,                 1.1722,             0.00085813,             0.00085813,             0.00085813
                     98,                0.63281,                0.42156,                0.93289,                0.85381,                0.71689,                0.77515,                0.50293,                 1.0481,                0.60316,                 1.1748,               0.000854,               0.000854,               0.000854
                     99,                0.63576,                0.42216,                0.92781,                0.82886,                0.70902,                0.76786,                0.50222,                 1.0631,                0.64798,                 1.1675,             0.00084988,             0.00084988,             0.00084988
                    100,                0.61972,                0.41352,                0.92923,                0.82433,                0.75385,                0.78456,                0.51929,                 1.0409,                0.63777,                 1.1606,             0.00084575,             0.00084575,             0.00084575
                    101,                 0.6367,                0.41688,                 0.9327,                 0.8173,                0.73324,                0.77424,                0.50644,                 1.0615,                0.63175,                 1.1794,             0.00084162,             0.00084162,             0.00084162
                    102,                0.63053,                0.41413,                0.93151,                0.78309,                0.73461,                0.76983,                0.50713,                 1.0638,                0.65354,                 1.1788,              0.0008375,              0.0008375,              0.0008375
                    103,                0.62485,                0.41003,                0.93154,                0.78846,                0.74232,                0.76317,                0.50022,                 1.0617,                0.65352,                  1.178,             0.00083337,             0.00083337,             0.00083337
                    104,                0.61225,                0.40696,                0.92602,                0.82184,                0.71472,                0.77075,                0.51265,                 1.0641,                0.63696,                 1.1678,             0.00082925,             0.00082925,             0.00082925
                    105,                0.62778,                0.41045,                0.93053,                0.85503,                0.70999,                0.78821,                 0.5214,                 1.0632,                0.61996,                 1.1725,             0.00082513,             0.00082513,             0.00082513
                    106,                0.61609,                0.40677,                0.92849,                0.85256,                0.70623,                0.79072,                0.52304,                 1.0554,                0.65463,                 1.1737,               0.000821,               0.000821,               0.000821
                    107,                0.60479,                0.39957,                0.92343,                0.83185,                0.74334,                0.79024,                0.51019,                  1.052,                0.63506,                 1.1664,             0.00081688,             0.00081688,             0.00081688
                    108,                0.61258,                0.40404,                0.92509,                0.79775,                0.74947,                0.77394,                 0.5154,                 1.0387,                0.64353,                 1.1747,             0.00081275,             0.00081275,             0.00081275
                    109,                0.60001,                0.39766,                 0.9174,                0.85459,                0.75115,                0.79299,                0.53378,                 1.0448,                0.62387,                 1.1784,             0.00080863,             0.00080863,             0.00080863
                    110,                0.59723,                0.39581,                 0.9214,                0.82011,                0.72403,                0.78227,                0.51496,                 1.0482,                0.62336,                 1.1679,              0.0008045,              0.0008045,              0.0008045
                    111,                0.59948,                0.39499,                0.91948,                0.82907,                0.74804,                 0.7855,                 0.5228,                 1.0625,                0.63573,                  1.171,             0.00080038,             0.00080038,             0.00080038
                    112,                0.60411,                0.39896,                0.91981,                0.84427,                0.72681,                0.78288,                0.51175,                 1.0457,                0.62797,                 1.1635,             0.00079625,             0.00079625,             0.00079625
                    113,                0.59914,                0.39229,                0.91894,                0.84845,                 0.7586,                0.78482,                0.51866,                 1.0503,                0.63593,                 1.1661,             0.00079213,             0.00079213,             0.00079213
                    114,                0.60515,                0.39652,                0.91991,                0.78283,                0.75465,                0.77755,                 0.5103,                 1.0683,                0.64807,                 1.1826,               0.000788,               0.000788,               0.000788
                    115,                0.60104,                0.39706,                0.92337,                0.81586,                0.74908,                0.77311,                0.50804,                 1.0416,                0.62378,                 1.1608,             0.00078387,             0.00078387,             0.00078387
                    116,                0.59288,                0.39097,                0.92051,                 0.7964,                0.76101,                0.78129,                0.51018,                 1.0671,                0.62022,                 1.1837,             0.00077975,             0.00077975,             0.00077975
                    117,                0.59288,                0.39381,                0.92009,                0.83953,                0.73437,                0.79032,                0.51292,                 1.0593,                0.63142,                 1.1872,             0.00077563,             0.00077563,             0.00077563
                    118,                0.59724,                0.38817,                0.91745,                0.85207,                0.72492,                0.78054,                0.51163,                 1.0546,                 0.6401,                 1.1766,              0.0007715,              0.0007715,              0.0007715
                    119,                0.59457,                0.38748,                0.91882,                0.81599,                0.74905,                 0.7822,                0.51719,                 1.0547,                 0.6124,                 1.1788,             0.00076738,             0.00076738,             0.00076738
                    120,                0.58081,                0.38056,                0.91032,                0.83558,                0.74441,                 0.7876,                0.52881,                 1.0543,                0.63009,                 1.1891,             0.00076325,             0.00076325,             0.00076325
                    121,                0.57447,                0.37826,                0.91107,                0.86872,                0.71141,                0.79148,                0.52782,                 1.0423,                0.61775,                 1.1871,             0.00075912,             0.00075912,             0.00075912
                    122,                0.57811,                0.37993,                0.90981,                0.82196,                0.74844,                0.78553,                0.51145,                 1.0664,                 0.6235,                 1.1932,               0.000755,               0.000755,               0.000755
                    123,                0.57712,                0.38149,                0.91089,                0.87585,                 0.7012,                0.78369,                0.51768,                 1.0423,                0.63491,                 1.1661,             0.00075088,             0.00075088,             0.00075088
                    124,                0.57142,                0.37777,                0.91135,                0.83097,                0.74029,                0.77987,                0.52306,                 1.0438,                0.62927,                 1.1778,             0.00074675,             0.00074675,             0.00074675
                    125,                0.56622,                0.37384,                0.90689,                0.80798,                0.74429,                0.78873,                0.52217,                 1.0444,                0.62466,                 1.1766,             0.00074263,             0.00074263,             0.00074263
                    126,                0.56633,                0.37339,                0.90673,                0.83752,                0.74768,                0.78679,                0.52471,                 1.0465,                0.63241,                 1.2007,              0.0007385,              0.0007385,              0.0007385
                    127,                0.55731,                0.37007,                0.90469,                0.84324,                0.74041,                0.77173,                0.50397,                 1.0657,                0.62657,                 1.1843,             0.00073437,             0.00073437,             0.00073437
                    128,                0.57112,                0.37764,                0.90937,                0.82804,                0.74303,                0.78659,                 0.5223,                 1.0418,                0.61044,                 1.1691,             0.00073025,             0.00073025,             0.00073025
                    129,                0.57248,                0.37823,                0.90916,                0.79164,                0.78639,                0.80169,                0.52524,                 1.0549,                0.60953,                 1.1819,             0.00072612,             0.00072612,             0.00072612
                    130,                0.57647,                0.38286,                0.91315,                0.80698,                0.78508,                0.80723,                0.52811,                 1.0665,                0.61834,                 1.1809,               0.000722,               0.000722,               0.000722
                    131,                0.56592,                0.37315,                0.90738,                0.79258,                0.75912,                0.79468,                0.52239,                 1.0458,                0.61563,                 1.1822,             0.00071788,             0.00071788,             0.00071788
                    132,                0.55863,                 0.3684,                0.90554,                0.83463,                0.72794,                0.78163,                0.51192,                 1.0612,                0.62352,                 1.1876,             0.00071375,             0.00071375,             0.00071375
                    133,                0.55474,                 0.3634,                0.90244,                0.84455,                0.72061,                0.78369,                0.52743,                 1.0458,                0.61758,                 1.1879,             0.00070962,             0.00070962,             0.00070962
                    134,                0.55423,                0.36464,                0.90385,                0.79498,                0.74564,                0.77973,                0.52016,                 1.0544,                 0.6216,                 1.1903,              0.0007055,              0.0007055,              0.0007055
                    135,                0.54787,                0.36037,                0.90062,                0.80276,                0.75029,                0.78591,                0.51886,                 1.0454,                0.60618,                 1.1904,             0.00070137,             0.00070137,             0.00070137
                    136,                0.54907,                0.36175,                 0.9032,                0.83606,                0.72512,                0.77852,                0.52006,                 1.0351,                0.61522,                 1.1865,             0.00069725,             0.00069725,             0.00069725
                    137,                0.55229,                0.36615,                0.90112,                0.84343,                0.71738,                0.77855,                0.51514,                 1.0368,                0.62023,                 1.1765,             0.00069313,             0.00069313,             0.00069313
                    138,                0.55148,                0.36609,                0.90483,                0.81867,                0.74682,                0.77421,                0.51791,                 1.0334,                 0.6196,                 1.1805,               0.000689,               0.000689,               0.000689
                    139,                0.54269,                0.35643,                0.90092,                0.85111,                0.73706,                0.77866,                0.51292,                 1.0408,                0.63252,                 1.1857,             0.00068488,             0.00068488,             0.00068488
                    140,                0.54102,                0.35769,                0.90001,                0.81332,                0.73451,                0.76921,                0.51561,                 1.0492,                0.63047,                   1.19,             0.00068075,             0.00068075,             0.00068075
                    141,                0.55192,                0.36355,                 0.9008,                0.83296,                0.75329,                 0.7889,                0.52251,                 1.0611,                0.63173,                 1.2007,             0.00067663,             0.00067663,             0.00067663
                    142,                0.54387,                  0.361,                0.89742,                0.81358,                0.72888,                0.77972,                0.51804,                  1.041,                0.62894,                 1.1846,              0.0006725,              0.0006725,              0.0006725
                    143,                0.53273,                0.35105,                0.89597,                0.84289,                0.72756,                0.78677,                0.51862,                  1.046,                0.64102,                 1.1928,             0.00066838,             0.00066838,             0.00066838
                    144,                 0.5321,                 0.3525,                0.89555,                0.83173,                0.73644,                0.77948,                0.52201,                 1.0425,                0.64608,                 1.1882,             0.00066425,             0.00066425,             0.00066425
                    145,                0.52533,                0.34842,                0.89168,                0.84161,                0.74294,                0.80522,                0.53182,                 1.0533,                0.62991,                 1.1898,             0.00066013,             0.00066013,             0.00066013
                    146,                0.53474,                 0.3516,                 0.8974,                0.84066,                0.71334,                0.78286,                 0.5154,                 1.0505,                0.62509,                 1.2045,               0.000656,               0.000656,               0.000656
                    147,                0.53278,                 0.3532,                0.89886,                0.84717,                0.72066,                0.77399,                0.50911,                 1.0484,                0.64772,                 1.1827,             0.00065188,             0.00065188,             0.00065188
                    148,                0.53347,                0.35272,                0.89688,                0.80196,                0.75254,                0.77941,                0.51969,                 1.0579,                0.64903,                 1.1905,             0.00064775,             0.00064775,             0.00064775
                    149,                0.52574,                0.34785,                0.89571,                0.80507,                0.74914,                0.78401,                0.52654,                 1.0379,                0.63489,                 1.1693,             0.00064362,             0.00064362,             0.00064362
                    150,                  0.521,                0.34609,                0.89638,                 0.8445,                0.73104,                0.77654,                0.52131,                 1.0486,                 0.6428,                 1.1859,              0.0006395,              0.0006395,              0.0006395
                    151,                0.53717,                0.35148,                 0.8957,                0.84033,                0.73057,                0.77707,                0.52292,                 1.0359,                0.62737,                 1.1761,             0.00063538,             0.00063538,             0.00063538
                    152,                0.52118,                0.34271,                0.88826,                0.86309,                0.71876,                0.78661,                0.52772,                 1.0186,                0.62052,                 1.1633,             0.00063125,             0.00063125,             0.00063125
                    153,                0.52185,                0.34549,                0.89531,                0.82976,                0.74697,                0.78555,                0.53203,                  1.035,                0.63422,                 1.1705,             0.00062713,             0.00062713,             0.00062713
                    154,                0.51009,                0.33718,                 0.8879,                0.86675,                0.72788,                0.78975,                0.53644,                 1.0334,                0.60693,                   1.18,               0.000623,               0.000623,               0.000623
                    155,                0.52167,                0.34225,                0.89174,                0.89829,                0.68801,                0.78812,                0.52848,                 1.0509,                0.64769,                 1.1948,             0.00061887,             0.00061887,             0.00061887
                    156,                 0.5164,                0.34024,                0.89093,                0.87689,                0.71868,                0.79383,                0.52603,                 1.0303,                0.61889,                  1.183,             0.00061475,             0.00061475,             0.00061475
