                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.75288,                0.51534,                0.94838,                0.72966,                0.72018,                0.74177,                0.47338,                 1.1306,                 0.7055,                 1.0927,              0.0004085,              0.0004085,              0.0004085
                    156,                0.75122,                0.51402,                0.94701,                 0.7525,                0.69418,                0.73511,                0.46957,                 1.1311,                0.71388,                 1.0998,               0.000403,               0.000403,               0.000403
                    157,                0.75575,                0.51657,                0.94699,                0.73524,                0.69394,                0.72535,                0.46365,                 1.1277,                0.72391,                 1.1043,              0.0003975,              0.0003975,              0.0003975
                    158,                0.75268,                0.51335,                0.94731,                0.74406,                0.69199,                  0.732,                0.47111,                 1.1171,                0.70849,                 1.1027,               0.000392,               0.000392,               0.000392
                    159,                0.75138,                0.51191,                0.94419,                0.74807,                0.70794,                0.73762,                0.47871,                 1.1077,                0.72689,                 1.0927,              0.0003865,              0.0003865,              0.0003865
                    160,                0.76003,                0.51827,                 0.9516,                0.73116,                0.72649,                0.73615,                0.46622,                 1.1223,                0.72947,                 1.1059,               0.000381,               0.000381,               0.000381
                    161,                 0.7486,                0.51078,                0.94499,                0.77874,                0.66845,                 0.7247,                0.46626,                 1.1133,                  0.711,                  1.097,              0.0003755,              0.0003755,              0.0003755
                    162,                0.75331,                0.51249,                0.94542,                0.73337,                0.72088,                0.73804,                0.47101,                  1.133,                0.71384,                  1.103,                0.00037,                0.00037,                0.00037
                    163,                0.73804,                0.50518,                0.94289,                 0.7557,                0.72471,                0.74333,                0.47492,                 1.1291,                0.72055,                 1.0985,              0.0003645,              0.0003645,              0.0003645
                    164,                0.74429,                0.50917,                0.94334,                0.74619,                0.69559,                0.73746,                0.47829,                 1.1289,                0.71932,                 1.1054,               0.000359,               0.000359,               0.000359
                    165,                0.74101,                0.50162,                0.94014,                0.77927,                0.68942,                 0.7395,                0.47305,                 1.1211,                0.72267,                 1.0964,              0.0003535,              0.0003535,              0.0003535
                    166,                0.74997,                0.51151,                 0.9451,                0.82074,                0.66581,                0.73889,                0.46876,                 1.1304,                0.72551,                 1.1043,               0.000348,               0.000348,               0.000348
                    167,                0.73636,                0.50192,                0.94147,                 0.7673,                0.67378,                0.72734,                0.46494,                 1.1272,                0.72706,                 1.0972,              0.0003425,              0.0003425,              0.0003425
                    168,                0.74124,                0.50533,                0.94362,                0.79029,                0.67861,                0.73661,                0.47032,                 1.1212,                0.71961,                 1.0949,               0.000337,               0.000337,               0.000337
                    169,                0.73069,                0.49947,                0.93835,                0.72243,                0.73798,                 0.7344,                0.47424,                 1.1039,                0.70321,                 1.0914,              0.0003315,              0.0003315,              0.0003315
                    170,                0.72852,                0.49657,                0.93848,                0.74955,                 0.7099,                0.73908,                0.47126,                 1.1104,                0.71839,                 1.0966,               0.000326,               0.000326,               0.000326
                    171,                0.73545,                0.50413,                0.94253,                0.76785,                0.68908,                0.73642,                0.47202,                 1.1155,                0.71392,                 1.0953,              0.0003205,              0.0003205,              0.0003205
                    172,                0.73199,                  0.504,                0.94249,                 0.7882,                0.66739,                0.73374,                0.47354,                 1.1182,                0.71224,                 1.1007,               0.000315,               0.000315,               0.000315
                    173,                0.72669,                0.49524,                0.93586,                0.70001,                0.73891,                0.73794,                0.47573,                 1.1219,                0.72666,                 1.0952,              0.0003095,              0.0003095,              0.0003095
                    174,                0.73023,                0.49961,                0.93766,                0.79004,                0.66446,                0.73331,                0.47293,                 1.1263,                 0.7217,                 1.1007,               0.000304,               0.000304,               0.000304
                    175,                0.72818,                 0.4945,                0.93796,                0.75779,                0.69858,                0.74178,                0.47617,                  1.117,                0.70993,                 1.1019,              0.0002985,              0.0002985,              0.0002985
                    176,                0.73046,                0.49976,                0.94367,                0.75506,                0.71158,                0.73976,                0.47412,                 1.1322,                0.70811,                 1.1054,               0.000293,               0.000293,               0.000293
                    177,                0.73068,                0.49904,                0.94098,                0.73599,                0.70389,                0.74165,                0.47534,                  1.127,                0.72514,                 1.0992,              0.0002875,              0.0002875,              0.0002875
                    178,                0.72033,                0.49174,                0.93702,                0.79176,                0.65727,                0.73444,                0.47548,                 1.1277,                0.72171,                 1.1075,               0.000282,               0.000282,               0.000282
                    179,                0.72202,                0.49376,                0.93904,                0.72272,                0.72854,                0.73724,                0.47445,                  1.127,                 0.7041,                 1.1036,              0.0002765,              0.0002765,              0.0002765
                    180,                0.71804,                0.48739,                0.93368,                0.74327,                0.70043,                0.73168,                0.47158,                 1.1266,                0.71121,                 1.1072,               0.000271,               0.000271,               0.000271
                    181,                0.71077,                0.48481,                0.93795,                0.78177,                0.66991,                0.73572,                0.47939,                 1.1258,                0.71637,                 1.1032,              0.0002655,              0.0002655,              0.0002655
                    182,                0.71774,                0.48806,                0.93331,                0.74321,                0.72378,                0.73829,                 0.4794,                 1.1263,                0.71251,                 1.1046,                0.00026,                0.00026,                0.00026
                    183,                0.72128,                0.48808,                  0.934,                0.74688,                0.70547,                 0.7409,                0.47607,                 1.1347,                0.70239,                 1.1056,              0.0002545,              0.0002545,              0.0002545
                    184,                0.71876,                0.48896,                0.93703,                0.73483,                0.71546,                0.73646,                0.47697,                 1.1196,                0.72096,                 1.0936,               0.000249,               0.000249,               0.000249
                    185,                0.70859,                0.48149,                0.93227,                0.74036,                0.70759,                0.74155,                0.48026,                 1.1228,                0.71157,                 1.0967,              0.0002435,              0.0002435,              0.0002435
                    186,                0.71289,                0.48439,                0.93529,                0.80252,                0.68728,                0.74348,                0.47602,                 1.1318,                0.71743,                 1.1058,               0.000238,               0.000238,               0.000238
                    187,                0.70813,                0.48415,                0.93291,                0.75678,                0.71294,                0.74291,                0.47946,                  1.129,                0.70143,                 1.1068,              0.0002325,              0.0002325,              0.0002325
                    188,                0.71636,                0.48723,                 0.9345,                0.77598,                0.70273,                0.73815,                0.47812,                 1.1214,                0.71848,                 1.1077,               0.000227,               0.000227,               0.000227
                    189,                0.70569,                0.48378,                0.93296,                0.81008,                0.67712,                0.74504,                0.47956,                 1.1227,                0.70829,                 1.1054,              0.0002215,              0.0002215,              0.0002215
